exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
05.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
05.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
05.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
05.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
05.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
05.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
05.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
05.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
05.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
05.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
05.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
05.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
05.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
05.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
05.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
05.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
05.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
05.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
05.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
05.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
05.05.2021,959,XAU,Золото,Gold,49061.34,1,49061.34,3,30.04.2021
05.05.2021,961,XAG,Срібло,Silver,720.31,1,720.31,3,30.04.2021
05.05.2021,962,XPT,Платина,Platinum,33855.89,1,33855.89,3,30.04.2021
05.05.2021,964,XPD,Паладій,Palladium,82736.14,1,82736.14,3,30.04.2021
06.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.448,1,21.448,1,05.05.2021
06.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.5892,1,22.5892,1,05.05.2021
06.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.283,1,4.283,1,05.05.2021
06.05.2021,191,HRK,Куна,Kuna,4.4182,1,4.4182,1,05.05.2021
06.05.2021,203,CZK,Чеська крона,Czech Koruna,1.2898,1,1.2898,1,05.05.2021
06.05.2021,208,DKK,Данська крона,Danish Krone,4.4749,1,4.4749,1,05.05.2021
06.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5696,1,3.5696,1,05.05.2021
06.05.2021,348,HUF,Форинт,Forint,9.2548,100,0.09254799999999999,1,05.05.2021
06.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7529,10,0.37529,1,05.05.2021
06.05.2021,360,IDR,Рупія,Rupiah,1.9212,1000,0.0019211999999999999,1,05.05.2021
06.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.4914,1,8.4914,1,05.05.2021
06.05.2021,392,JPY,Єна,Yen,2.5364,10,0.25364000000000003,1,05.05.2021
06.05.2021,398,KZT,Теньге,Tenge,6.5027,100,0.065027,1,05.05.2021
06.05.2021,410,KRW,Вона,Won,2.4623,100,0.024623,1,05.05.2021
06.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3702,1,1.3702,1,05.05.2021
06.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5608,1,1.5608,1,05.05.2021
06.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,19.9337,1,19.9337,1,05.05.2021
06.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3304,1,3.3304,1,05.05.2021
06.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7056,10,0.37056000000000006,1,05.05.2021
06.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3949,1,7.3949,1,05.05.2021
06.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.7558,1,20.7558,1,05.05.2021
06.05.2021,710,ZAR,Ренд,Rand,1.9222000000000001,1,1.9222000000000001,1,05.05.2021
06.05.2021,752,SEK,Шведська крона,Swedish Krona,3.2641,1,3.2641,1,05.05.2021
06.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.3517,1,30.3517,1,05.05.2021
06.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7692999999999999,1,1.7692999999999999,1,05.05.2021
06.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.564,1,38.564,1,05.05.2021
06.05.2021,840,USD,Долар США,US Dollar,27.7339,1,27.7339,1,05.05.2021
06.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.8509,1,10.8509,1,05.05.2021
06.05.2021,946,RON,Румунський лей,Romanian Leu,6.7535,1,6.7535,1,05.05.2021
06.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3236,1,3.3236,1,05.05.2021
06.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.7136,1,39.7136,1,05.05.2021
06.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.0241,1,17.0241,1,05.05.2021
06.05.2021,978,EUR,Євро,Euro,33.2751,1,33.2751,1,05.05.2021
06.05.2021,985,PLN,Злотий,Zloty,7.2699,1,7.2699,1,05.05.2021
06.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
06.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
06.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
06.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
06.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
06.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
06.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
06.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
06.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
06.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
06.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
06.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
06.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
06.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
06.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
06.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
06.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
06.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
06.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
06.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
06.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
06.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
06.05.2021,959,XAU,Золото,Gold,49235.16,1,49235.16,3,05.05.2021
06.05.2021,961,XAG,Срібло,Silver,727.41,1,727.41,3,05.05.2021
06.05.2021,962,XPT,Платина,Platinum,33948.51,1,33948.51,3,05.05.2021
06.05.2021,964,XPD,Паладій,Palladium,83147.34,1,83147.34,3,05.05.2021
07.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.4792,1,21.4792,1,06.05.2021
07.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.6475,1,22.6475,1,06.05.2021
07.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.2829,1,4.2829,1,06.05.2021
07.05.2021,191,HRK,Куна,Kuna,4.4354,1,4.4354,1,06.05.2021
07.05.2021,203,CZK,Чеська крона,Czech Koruna,1.293,1,1.293,1,06.05.2021
07.05.2021,208,DKK,Данська крона,Danish Krone,4.4933,1,4.4933,1,06.05.2021
07.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5684,1,3.5684,1,06.05.2021
07.05.2021,348,HUF,Форинт,Forint,9.3238,100,0.093238,1,06.05.2021
07.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7584,10,0.37584,1,06.05.2021
07.05.2021,360,IDR,Рупія,Rupiah,1.9359000000000002,1000,0.0019359,1,06.05.2021
07.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.5061,1,8.5061,1,06.05.2021
07.05.2021,392,JPY,Єна,Yen,2.5378,10,0.25378,1,06.05.2021
07.05.2021,398,KZT,Теньге,Tenge,6.4966,100,0.064966,1,06.05.2021
07.05.2021,410,KRW,Вона,Won,2.4626,100,0.024626,1,06.05.2021
07.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3693,1,1.3693,1,06.05.2021
07.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5593,1,1.5593,1,06.05.2021
07.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,19.9754,1,19.9754,1,06.05.2021
07.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3203,1,3.3203,1,06.05.2021
07.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7189,10,0.37189000000000005,1,06.05.2021
07.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3913,1,7.3913,1,06.05.2021
07.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.7629,1,20.7629,1,06.05.2021
07.05.2021,710,ZAR,Ренд,Rand,1.943,1,1.943,1,06.05.2021
07.05.2021,752,SEK,Шведська крона,Swedish Krona,3.2778,1,3.2778,1,06.05.2021
07.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.5073,1,30.5073,1,06.05.2021
07.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7681,1,1.7681,1,06.05.2021
07.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.526,1,38.526,1,06.05.2021
07.05.2021,840,USD,Долар США,US Dollar,27.7205,1,27.7205,1,06.05.2021
07.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.905,1,10.905,1,06.05.2021
07.05.2021,946,RON,Румунський лей,Romanian Leu,6.7821,1,6.7821,1,06.05.2021
07.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3276,1,3.3276,1,06.05.2021
07.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.7575,1,39.7575,1,06.05.2021
07.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.0693,1,17.0693,1,06.05.2021
07.05.2021,978,EUR,Євро,Euro,33.4129,1,33.4129,1,06.05.2021
07.05.2021,985,PLN,Злотий,Zloty,7.2891,1,7.2891,1,06.05.2021
07.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
07.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
07.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
07.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
07.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
07.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
07.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
07.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
07.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
07.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
07.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
07.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
07.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
07.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
07.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
07.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
07.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
07.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
07.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
07.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
07.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
07.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
07.05.2021,959,XAU,Золото,Gold,49774.38,1,49774.38,3,06.05.2021
07.05.2021,961,XAG,Срібло,Silver,742.9,1,742.9,3,06.05.2021
07.05.2021,962,XPT,Платина,Platinum,34509.8,1,34509.8,3,06.05.2021
07.05.2021,964,XPD,Паладій,Palladium,81600.84,1,81600.84,3,06.05.2021
08.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.4792,1,21.4792,1,06.05.2021
08.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.6475,1,22.6475,1,06.05.2021
08.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.2829,1,4.2829,1,06.05.2021
08.05.2021,191,HRK,Куна,Kuna,4.4354,1,4.4354,1,06.05.2021
08.05.2021,203,CZK,Чеська крона,Czech Koruna,1.293,1,1.293,1,06.05.2021
08.05.2021,208,DKK,Данська крона,Danish Krone,4.4933,1,4.4933,1,06.05.2021
08.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5684,1,3.5684,1,06.05.2021
08.05.2021,348,HUF,Форинт,Forint,9.3238,100,0.093238,1,06.05.2021
08.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7584,10,0.37584,1,06.05.2021
08.05.2021,360,IDR,Рупія,Rupiah,1.9359000000000002,1000,0.0019359,1,06.05.2021
08.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.5061,1,8.5061,1,06.05.2021
08.05.2021,392,JPY,Єна,Yen,2.5378,10,0.25378,1,06.05.2021
08.05.2021,398,KZT,Теньге,Tenge,6.4966,100,0.064966,1,06.05.2021
08.05.2021,410,KRW,Вона,Won,2.4626,100,0.024626,1,06.05.2021
08.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3693,1,1.3693,1,06.05.2021
08.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5593,1,1.5593,1,06.05.2021
08.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,19.9754,1,19.9754,1,06.05.2021
08.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3203,1,3.3203,1,06.05.2021
08.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7189,10,0.37189000000000005,1,06.05.2021
08.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3913,1,7.3913,1,06.05.2021
08.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.7629,1,20.7629,1,06.05.2021
08.05.2021,710,ZAR,Ренд,Rand,1.943,1,1.943,1,06.05.2021
08.05.2021,752,SEK,Шведська крона,Swedish Krona,3.2778,1,3.2778,1,06.05.2021
08.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.5073,1,30.5073,1,06.05.2021
08.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7681,1,1.7681,1,06.05.2021
08.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.526,1,38.526,1,06.05.2021
08.05.2021,840,USD,Долар США,US Dollar,27.7205,1,27.7205,1,06.05.2021
08.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.905,1,10.905,1,06.05.2021
08.05.2021,946,RON,Румунський лей,Romanian Leu,6.7821,1,6.7821,1,06.05.2021
08.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3276,1,3.3276,1,06.05.2021
08.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.7575,1,39.7575,1,06.05.2021
08.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.0693,1,17.0693,1,06.05.2021
08.05.2021,978,EUR,Євро,Euro,33.4129,1,33.4129,1,06.05.2021
08.05.2021,985,PLN,Злотий,Zloty,7.2891,1,7.2891,1,06.05.2021
08.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
08.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
08.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
08.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
08.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
08.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
08.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
08.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
08.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
08.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
08.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
08.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
08.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
08.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
08.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
08.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
08.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
08.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
08.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
08.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
08.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
08.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
08.05.2021,959,XAU,Золото,Gold,49774.38,1,49774.38,3,06.05.2021
08.05.2021,961,XAG,Срібло,Silver,742.9,1,742.9,3,06.05.2021
08.05.2021,962,XPT,Платина,Platinum,34509.8,1,34509.8,3,06.05.2021
08.05.2021,964,XPD,Паладій,Palladium,81600.84,1,81600.84,3,06.05.2021
09.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.4792,1,21.4792,1,06.05.2021
09.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.6475,1,22.6475,1,06.05.2021
09.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.2829,1,4.2829,1,06.05.2021
09.05.2021,191,HRK,Куна,Kuna,4.4354,1,4.4354,1,06.05.2021
09.05.2021,203,CZK,Чеська крона,Czech Koruna,1.293,1,1.293,1,06.05.2021
09.05.2021,208,DKK,Данська крона,Danish Krone,4.4933,1,4.4933,1,06.05.2021
09.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5684,1,3.5684,1,06.05.2021
09.05.2021,348,HUF,Форинт,Forint,9.3238,100,0.093238,1,06.05.2021
09.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7584,10,0.37584,1,06.05.2021
09.05.2021,360,IDR,Рупія,Rupiah,1.9359000000000002,1000,0.0019359,1,06.05.2021
09.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.5061,1,8.5061,1,06.05.2021
09.05.2021,392,JPY,Єна,Yen,2.5378,10,0.25378,1,06.05.2021
09.05.2021,398,KZT,Теньге,Tenge,6.4966,100,0.064966,1,06.05.2021
09.05.2021,410,KRW,Вона,Won,2.4626,100,0.024626,1,06.05.2021
09.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3693,1,1.3693,1,06.05.2021
09.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5593,1,1.5593,1,06.05.2021
09.05.2021,554,NZD,Новозеландський долар,New Zealand Dollar,19.9754,1,19.9754,1,06.05.2021
09.05.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3203,1,3.3203,1,06.05.2021
09.05.2021,643,RUB,Російський рубль,Russian Ruble,3.7189,10,0.37189000000000005,1,06.05.2021
09.05.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.3913,1,7.3913,1,06.05.2021
09.05.2021,702,SGD,Сінгапурський долар,Singapore Dollar,20.7629,1,20.7629,1,06.05.2021
09.05.2021,710,ZAR,Ренд,Rand,1.943,1,1.943,1,06.05.2021
09.05.2021,752,SEK,Шведська крона,Swedish Krona,3.2778,1,3.2778,1,06.05.2021
09.05.2021,756,CHF,Швейцарський франк,Swiss Franc,30.5073,1,30.5073,1,06.05.2021
09.05.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.7681,1,1.7681,1,06.05.2021
09.05.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.526,1,38.526,1,06.05.2021
09.05.2021,840,USD,Долар США,US Dollar,27.7205,1,27.7205,1,06.05.2021
09.05.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.905,1,10.905,1,06.05.2021
09.05.2021,946,RON,Румунський лей,Romanian Leu,6.7821,1,6.7821,1,06.05.2021
09.05.2021,949,TRY,Турецька ліра,Turkish Lira,3.3276,1,3.3276,1,06.05.2021
09.05.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),39.7575,1,39.7575,1,06.05.2021
09.05.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.0693,1,17.0693,1,06.05.2021
09.05.2021,978,EUR,Євро,Euro,33.4129,1,33.4129,1,06.05.2021
09.05.2021,985,PLN,Злотий,Zloty,7.2891,1,7.2891,1,06.05.2021
09.05.2021,12,DZD,Алжирський динар,Algerian Dinar,2.0747,10,0.20747000000000002,2,30.04.2021
09.05.2021,50,BDT,Така,Taka,3.2704,10,0.32704000000000005,2,30.04.2021
09.05.2021,51,AMD,Вірменський драм,Armenian Dram,5.3262,100,0.053262,2,30.04.2021
09.05.2021,364,IRR,Іранський ріал,Iranian Rial,6.6031,10000,0.00066031,2,30.04.2021
09.05.2021,368,IQD,Іракський динар,Iraqi Dinar,1.8995000000000002,100,0.018994999999999998,2,30.04.2021
09.05.2021,417,KGS,Сом,Som,3.2705,10,0.32705,2,30.04.2021
09.05.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8397000000000001,100,0.018397,2,30.04.2021
09.05.2021,434,LYD,Лівійський динар,Libyan Dinar,6.2018,1,6.2018,2,30.04.2021
09.05.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,6.784,1,6.784,2,30.04.2021
09.05.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1105,1,3.1105,2,30.04.2021
09.05.2021,586,PKR,Пакистанська рупія,Pakistan Rupee,1.8071000000000002,10,0.18071,2,30.04.2021
09.05.2021,704,VND,Донг,Dong,1.203,1000,0.0012029999999999999,2,30.04.2021
09.05.2021,764,THB,Бат,Baht,8.9008,10,0.8900800000000001,2,30.04.2021
09.05.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.5504999999999995,1,7.5504999999999995,2,30.04.2021
09.05.2021,788,TND,Туніський динар,Tunisian Dinar,10.1097,1,10.1097,2,30.04.2021
09.05.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6389,1000,0.0026389,2,30.04.2021
09.05.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,7.9237,1,7.9237,2,30.04.2021
09.05.2021,941,RSD,Сербський динар,Serbian Dinar,2.8496,10,0.28496000000000005,2,30.04.2021
09.05.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.3251,1,16.3251,2,30.04.2021
09.05.2021,972,TJS,Сомоні,Somoni,2.4499,1,2.4499,2,30.04.2021
09.05.2021,981,GEL,Ларі,Lari,8.0455,1,8.0455,2,30.04.2021
09.05.2021,986,BRL,Бразильський реал,Brazilian Real,5.1848,1,5.1848,2,30.04.2021
09.05.2021,959,XAU,Золото,Gold,49774.38,1,49774.38,3,06.05.2021
09.05.2021,961,XAG,Срібло,Silver,742.9,1,742.9,3,06.05.2021
09.05.2021,962,XPT,Платина,Platinum,34509.8,1,34509.8,3,06.05.2021
09.05.2021,964,XPD,Паладій,Palladium,81600.84,1,81600.84,3,06.05.2021
10.05.2021,36,AUD,Австралійський долар,Australian Dollar,21.4792,1,21.4792,1,06.05.2021
10.05.2021,124,CAD,Канадський долар,Canadian Dollar,22.6475,1,22.6475,1,06.05.2021
10.05.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.2829,1,4.2829,1,06.05.2021
10.05.2021,191,HRK,Куна,Kuna,4.4354,1,4.4354,1,06.05.2021
10.05.2021,203,CZK,Чеська крона,Czech Koruna,1.293,1,1.293,1,06.05.2021
10.05.2021,208,DKK,Данська крона,Danish Krone,4.4933,1,4.4933,1,06.05.2021
10.05.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.5684,1,3.5684,1,06.05.2021
10.05.2021,348,HUF,Форинт,Forint,9.3238,100,0.093238,1,06.05.2021
10.05.2021,356,INR,Індійська рупія,Indian Rupee,3.7584,10,0.37584,1,06.05.2021
10.05.2021,360,IDR,Рупія,Rupiah,1.9359000000000002,1000,0.0019359,1,06.05.2021
10.05.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.5061,1,8.5061,1,06.05.2021
10.05.2021,392,JPY,Єна,Yen,2.5378,10,0.25378,1,06.05.2021
10.05.2021,398,KZT,Теньге,Tenge,6.4966,100,0.064966,1,06.05.2021
10.05.2021,410,KRW,Вона,Won,2.4626,100,0.024626,1,06.05.2021
10.05.2021,484,MXN,Мексиканське песо,Mexican Peso,1.3693,1,1.3693,1,06.05.2021
10.05.2021,498,MDL,Молдовський лей,Moldovan Leu,1.5593,1,1.5593,1,06.05.2021
