exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
15.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.918,1,25.918,1,12.08.2022
15.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.6027,1,28.6027,1,12.08.2022
15.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.4238,1,5.4238,1,12.08.2022
15.08.2022,191,HRK,Куна,Kuna,5.0034,1,5.0034,1,12.08.2022
15.08.2022,203,CZK,Чеська крона,Czech Koruna,1.542,1,1.542,1,12.08.2022
15.08.2022,208,DKK,Данська крона,Danish Krone,5.0535,1,5.0535,1,12.08.2022
15.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6669,1,4.6669,1,12.08.2022
15.08.2022,348,HUF,Форинт,Forint,9.5842,100,0.095842,1,12.08.2022
15.08.2022,356,INR,Індійська рупія,Indian Rupee,4.5912,10,0.45912000000000003,1,12.08.2022
15.08.2022,360,IDR,Рупія,Rupiah,2.4927,1000,0.0024927,1,12.08.2022
15.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2758,1,11.2758,1,12.08.2022
15.08.2022,392,JPY,Єна,Yen,2.7331000000000003,10,0.27331,1,12.08.2022
15.08.2022,398,KZT,Теньге,Tenge,7.6636,100,0.076636,1,12.08.2022
15.08.2022,410,KRW,Вона,Won,2.8079,100,0.028079,1,12.08.2022
15.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8351000000000002,1,1.8351000000000002,1,12.08.2022
15.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.8971,1,1.8971,1,12.08.2022
15.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.5063,1,23.5063,1,12.08.2022
15.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.83,1,3.83,1,12.08.2022
15.08.2022,643,RUB,Російський рубль,Russian Ruble,5.9736,10,0.59736,1,12.08.2022
15.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.6574,1,26.6574,1,12.08.2022
15.08.2022,710,ZAR,Ренд,Rand,2.2487,1,2.2487,1,12.08.2022
15.08.2022,752,SEK,Шведська крона,Swedish Krona,3.597,1,3.597,1,12.08.2022
15.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.8037,1,38.8037,1,12.08.2022
15.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9094000000000002,1,1.9094000000000002,1,12.08.2022
15.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.3669,1,44.3669,1,12.08.2022
15.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,12.08.2022
15.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,12.08.2022
15.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5706,1,21.5706,1,12.08.2022
15.08.2022,946,RON,Румунський лей,Romanian Leu,7.6852,1,7.6852,1,12.08.2022
15.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0359,1,2.0359,1,12.08.2022
15.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.4206,1,48.4206,1,12.08.2022
15.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.2234,1,19.2234,1,12.08.2022
15.08.2022,978,EUR,Євро,Euro,37.5943,1,37.5943,1,12.08.2022
15.08.2022,985,PLN,Злотий,Zloty,8.039,1,8.039,1,12.08.2022
15.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
15.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
15.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
15.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
15.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
15.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
15.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
15.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
15.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
15.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
15.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
15.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
15.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
15.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
15.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
15.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
15.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
15.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
15.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
15.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
15.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
15.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
15.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
15.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
15.08.2022,959,XAU,Золото,Gold,65315.91,1,65315.91,3,12.08.2022
15.08.2022,961,XAG,Срібло,Silver,742.94,1,742.94,3,12.08.2022
15.08.2022,962,XPT,Платина,Platinum,34791.0,1,34791.0,3,12.08.2022
15.08.2022,964,XPD,Паладій,Palladium,82092.85,1,82092.85,3,12.08.2022
16.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.7004,1,25.7004,1,15.08.2022
16.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.3258,1,28.3258,1,15.08.2022
16.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.4002,1,5.4002,1,15.08.2022
16.08.2022,191,HRK,Куна,Kuna,4.9941,1,4.9941,1,15.08.2022
16.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5251000000000001,1,1.5251000000000001,1,15.08.2022
16.08.2022,208,DKK,Данська крона,Danish Krone,5.0127,1,5.0127,1,15.08.2022
16.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6661,1,4.6661,1,15.08.2022
16.08.2022,348,HUF,Форинт,Forint,9.3559,100,0.09355899999999999,1,15.08.2022
16.08.2022,356,INR,Індійська рупія,Indian Rupee,4.5972,10,0.45972,1,15.08.2022
16.08.2022,360,IDR,Рупія,Rupiah,2.4804,1000,0.0024804,1,15.08.2022
16.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2012,1,11.2012,1,15.08.2022
16.08.2022,392,JPY,Єна,Yen,2.7458,10,0.27458000000000005,1,15.08.2022
16.08.2022,398,KZT,Теньге,Tenge,7.6754,100,0.076754,1,15.08.2022
16.08.2022,410,KRW,Вона,Won,2.7999,100,0.027999,1,15.08.2022
16.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8295,1,1.8295,1,15.08.2022
16.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.8973,1,1.8973,1,15.08.2022
16.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.2905,1,23.2905,1,15.08.2022
16.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.7767,1,3.7767,1,15.08.2022
16.08.2022,643,RUB,Російський рубль,Russian Ruble,5.9291,10,0.59291,1,15.08.2022
16.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.5586,1,26.5586,1,15.08.2022
16.08.2022,710,ZAR,Ренд,Rand,2.2275,1,2.2275,1,15.08.2022
16.08.2022,752,SEK,Шведська крона,Swedish Krona,3.5508,1,3.5508,1,15.08.2022
16.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.7092,1,38.7092,1,15.08.2022
16.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.911,1,1.911,1,15.08.2022
16.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.1895,1,44.1895,1,15.08.2022
16.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,15.08.2022
16.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,15.08.2022
16.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5706,1,21.5706,1,15.08.2022
16.08.2022,946,RON,Румунський лей,Romanian Leu,7.632,1,7.632,1,15.08.2022
16.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0358,1,2.0358,1,15.08.2022
16.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.2806,1,48.2806,1,15.08.2022
16.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.063,1,19.063,1,15.08.2022
16.08.2022,978,EUR,Євро,Euro,37.2817,1,37.2817,1,15.08.2022
16.08.2022,985,PLN,Злотий,Zloty,7.9533000000000005,1,7.9533000000000005,1,15.08.2022
16.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
16.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
16.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
16.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
16.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
16.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
16.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
16.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
16.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
16.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
16.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
16.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
16.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
16.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
16.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
16.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
16.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
16.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
16.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
16.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
16.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
16.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
16.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
16.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
16.08.2022,959,XAU,Золото,Gold,64919.5,1,64919.5,3,15.08.2022
16.08.2022,961,XAG,Срібло,Silver,740.2,1,740.2,3,15.08.2022
16.08.2022,962,XPT,Платина,Platinum,34284.53,1,34284.53,3,15.08.2022
16.08.2022,964,XPD,Паладій,Palladium,79170.65,1,79170.65,3,15.08.2022
17.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.598,1,25.598,1,16.08.2022
17.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.3258,1,28.3258,1,16.08.2022
17.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.3872,1,5.3872,1,16.08.2022
17.08.2022,191,HRK,Куна,Kuna,4.9317,1,4.9317,1,16.08.2022
17.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5097,1,1.5097,1,16.08.2022
17.08.2022,208,DKK,Данська крона,Danish Krone,4.9799,1,4.9799,1,16.08.2022
17.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6633,1,4.6633,1,16.08.2022
17.08.2022,348,HUF,Форинт,Forint,9.1196,100,0.091196,1,16.08.2022
17.08.2022,356,INR,Індійська рупія,Indian Rupee,4.606,10,0.4606,1,16.08.2022
17.08.2022,360,IDR,Рупія,Rupiah,2.476,1000,0.002476,1,16.08.2022
17.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2016,1,11.2016,1,16.08.2022
17.08.2022,392,JPY,Єна,Yen,2.7211,10,0.27211,1,16.08.2022
17.08.2022,398,KZT,Теньге,Tenge,7.6749,100,0.076749,1,16.08.2022
17.08.2022,410,KRW,Вона,Won,2.7942,100,0.027941999999999998,1,16.08.2022
17.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8359,1,1.8359,1,16.08.2022
17.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.9017,1,1.9017,1,16.08.2022
17.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.1114,1,23.1114,1,16.08.2022
17.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.7616,1,3.7616,1,16.08.2022
17.08.2022,643,RUB,Російський рубль,Russian Ruble,5.9773,10,0.5977300000000001,1,16.08.2022
17.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.4913,1,26.4913,1,16.08.2022
17.08.2022,710,ZAR,Ренд,Rand,2.2219,1,2.2219,1,16.08.2022
17.08.2022,752,SEK,Шведська крона,Swedish Krona,3.5156,1,3.5156,1,16.08.2022
17.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.4852,1,38.4852,1,16.08.2022
17.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9104,1,1.9104,1,16.08.2022
17.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,43.957300000000004,1,43.957300000000004,1,16.08.2022
17.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,16.08.2022
17.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,16.08.2022
17.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5706,1,21.5706,1,16.08.2022
17.08.2022,946,RON,Румунський лей,Romanian Leu,7.5859,1,7.5859,1,16.08.2022
17.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0355,1,2.0355,1,16.08.2022
17.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.1213,1,48.1213,1,16.08.2022
17.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,18.9347,1,18.9347,1,16.08.2022
17.08.2022,978,EUR,Євро,Euro,37.033,1,37.033,1,16.08.2022
17.08.2022,985,PLN,Злотий,Zloty,7.8818,1,7.8818,1,16.08.2022
17.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
17.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
17.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
17.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
17.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
17.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
17.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
17.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
17.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
17.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
17.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
17.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
17.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
17.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
17.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
17.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
17.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
17.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
17.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
17.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
17.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
17.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
17.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
17.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
17.08.2022,959,XAU,Золото,Gold,64945.47,1,64945.47,3,16.08.2022
17.08.2022,961,XAG,Срібло,Silver,735.54,1,735.54,3,16.08.2022
17.08.2022,962,XPT,Платина,Platinum,34037.69,1,34037.69,3,16.08.2022
17.08.2022,964,XPD,Паладій,Palladium,77829.68,1,77829.68,3,16.08.2022
18.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.3658,1,25.3658,1,17.08.2022
18.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.3324,1,28.3324,1,17.08.2022
18.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.3933,1,5.3933,1,17.08.2022
18.08.2022,191,HRK,Куна,Kuna,4.9513,1,4.9513,1,17.08.2022
18.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5137,1,1.5137,1,17.08.2022
18.08.2022,208,DKK,Данська крона,Danish Krone,4.9981,1,4.9981,1,17.08.2022
18.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6632,1,4.6632,1,17.08.2022
18.08.2022,348,HUF,Форинт,Forint,9.186,100,0.09186000000000001,1,17.08.2022
18.08.2022,356,INR,Індійська рупія,Indian Rupee,4.6029,10,0.46029000000000003,1,17.08.2022
18.08.2022,360,IDR,Рупія,Rupiah,2.476,1000,0.002476,1,17.08.2022
18.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2277,1,11.2277,1,17.08.2022
18.08.2022,392,JPY,Єна,Yen,2.7058,10,0.27058000000000004,1,17.08.2022
18.08.2022,398,KZT,Теньге,Tenge,7.668,100,0.07668000000000001,1,17.08.2022
18.08.2022,410,KRW,Вона,Won,2.7909,100,0.027909,1,17.08.2022
18.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8253,1,1.8253,1,17.08.2022
18.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.9012,1,1.9012,1,17.08.2022
18.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,22.998,1,22.998,1,17.08.2022
18.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.7736,1,3.7736,1,17.08.2022
18.08.2022,643,RUB,Російський рубль,Russian Ruble,6.0162,10,0.60162,1,17.08.2022
18.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.453,1,26.453,1,17.08.2022
18.08.2022,710,ZAR,Ренд,Rand,2.1979,1,2.1979,1,17.08.2022
18.08.2022,752,SEK,Шведська крона,Swedish Krona,3.5189,1,3.5189,1,17.08.2022
18.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.4084,1,38.4084,1,17.08.2022
18.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9082,1,1.9082,1,17.08.2022
18.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.1566,1,44.1566,1,17.08.2022
18.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,17.08.2022
18.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,17.08.2022
18.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5706,1,21.5706,1,17.08.2022
18.08.2022,946,RON,Румунський лей,Romanian Leu,7.6139,1,7.6139,1,17.08.2022
